antonym,present-past,country-capital,translation_en_fr,translation_en_it,translation_en_es,translation_fr_en,translation_it_en,translation_es_en,to-eng,from-eng
0.46,0.0,0.21,0.14,0.04,0.02,0.13,0.12,0.09,0.09000000000000001,0.09000000000000001
0.8,0.96,0.92,0.82,0.78,0.88,0.78,0.84,0.94,0.8333333333333334,0.8466666666666667
