antonym,present-past,country-capital,translation_en_fr,translation_en_it,translation_en_es,translation_fr_en,translation_it_en,translation_es_en,to-eng,from-eng
0.12,0.03,0.23,0.1,0.01,0.03,0.11,0.07,0.12,0.07,0.07666666666666667
0.82,0.96,0.92,0.88,0.8,0.9,0.82,0.92,0.9,0.88,0.86
