antonym,present-past,country-capital,translation_en_fr,translation_en_it,translation_en_es,translation_fr_en,translation_it_en,translation_es_en,to-eng,from-eng
0.3,0.02,0.16,0.18,0.06,0.09,0.35,0.24,0.28,0.22666666666666666,0.17333333333333334
0.9,0.96,0.86,0.76,0.66,0.78,0.76,0.86,0.88,0.7999999999999999,0.7666666666666667
