antonym,present-past,country-capital,translation_en_fr,translation_en_it,translation_en_es,translation_fr_en,translation_it_en,translation_es_en,to-eng,from-eng
0.25,0.01,0.24,0.07,0.07,0.09,0.14,0.08,0.04,0.10333333333333333,0.060000000000000005
0.88,0.96,0.9,0.84,0.82,0.8,0.82,0.94,0.86,0.8533333333333334,0.84
