antonym,present-past,country-capital,translation_en_fr,translation_en_it,translation_en_es,translation_fr_en,translation_it_en,translation_es_en,to-eng,from-eng
0.36,0.0,0.19,0.12,0.06,0.02,0.15,0.14,0.09,0.10333333333333333,0.09000000000000001
0.84,0.96,0.92,0.8,0.8,0.94,0.86,0.82,0.92,0.8733333333333332,0.8400000000000002
