antonym,present-past,country-capital,translation_en_fr,translation_en_it,translation_en_es,translation_fr_en,translation_it_en,translation_es_en,to-eng,from-eng
0.3,0.0,0.18,0.18,0.06,0.08,0.25,0.12,0.15,0.15,0.12999999999999998
0.84,0.98,0.92,0.78,0.82,0.76,0.84,0.82,0.9,0.8066666666666666,0.8333333333333334
