antonym,present-past,country-capital,translation_en_fr,translation_en_it,translation_en_es,translation_fr_en,translation_it_en,translation_es_en,to-eng,from-eng
0.27,0.02,0.17,0.12,0.03,0.02,0.14,0.11,0.1,0.09000000000000001,0.08333333333333333
0.84,0.94,0.86,0.88,0.7,0.82,0.8,0.92,0.86,0.8466666666666667,0.8133333333333334
