antonym,present-past,country-capital,translation_en_fr,translation_en_it,translation_en_es,translation_fr_en,translation_it_en,translation_es_en,to-eng,from-eng
0.28,0.01,0.23,0.13,0.08,0.02,0.17,0.19,0.15,0.12666666666666668,0.12000000000000001
0.86,0.94,0.98,0.84,0.88,0.9,0.88,0.86,0.92,0.88,0.88
