antonym,present-past,country-capital,translation_en_fr,translation_en_it,translation_en_es,translation_fr_en,translation_it_en,translation_es_en,to-eng,from-eng
0.23,0.07,0.22,0.09,0.02,0.02,0.12,0.11,0.11,0.08333333333333333,0.07333333333333333
0.86,0.96,0.88,0.86,0.84,0.86,0.82,0.94,0.9,0.8733333333333334,0.8666666666666667
