antonym,present-past,country-capital,translation_en_fr,translation_en_it,translation_en_es,translation_fr_en,translation_it_en,translation_es_en,to-eng,from-eng
0.24,0.02,0.25,0.08,0.07,0.0,0.21,0.12,0.15,0.10999999999999999,0.09999999999999999
0.86,0.94,0.92,0.84,0.88,0.92,0.84,0.88,0.92,0.88,0.88
