antonym,present-past,country-capital,translation_en_fr,translation_en_it,translation_en_es,translation_fr_en,translation_it_en,translation_es_en,to-eng,from-eng
0.38,0.02,0.19,0.15,0.04,0.03,0.22,0.1,0.15,0.11666666666666665,0.11333333333333333
0.88,0.94,0.82,0.88,0.76,0.94,0.78,0.88,0.9,0.8666666666666667,0.8466666666666667
