antonym,present-past,country-capital,translation_en_fr,translation_en_it,translation_en_es,translation_fr_en,translation_it_en,translation_es_en,to-eng,from-eng
0.29,0.03,0.21,0.16,0.04,0.02,0.15,0.06,0.11,0.07666666666666666,0.10333333333333333
0.86,0.96,0.94,0.9,0.78,0.86,0.82,0.9,0.88,0.86,0.8533333333333334
